index,rtt_ns,server_latency_ns,addr
763,36342,8,0x291d9200
764,35508,8,0x29274f40
765,36049,8,0x29310c80
766,36614,8,0x293ac9c0
767,35905,8,0x29448700
768,35218,8,0x294e4440
769,37446,8,0x29580180
770,35613,8,0x2961bec0
771,40196,8,0x296b7c00
772,34487,8,0x29753940
773,36357,8,0x297ef680
774,35860,8,0x2988b3c0
775,35526,8,0x29927100
776,36519,8,0x299c2e40
777,35490,8,0x29a5eb80
778,35475,8,0x29afa8c0
779,35858,8,0x29b96600
780,35775,8,0x29c32340
781,36368,8,0x29cce080
782,35360,8,0x29d69dc0
783,36003,8,0x29e05b00
784,36971,8,0x29ea1840
785,36616,8,0x29f3d580
786,36595,8,0x29fd92c0
787,39969,8,0x2a075000
788,35549,8,0x2a110d40
789,36770,8,0x2a1aca80
790,35915,8,0x2a2487c0
791,37178,8,0x2a2e4500
792,36260,8,0x2a380240
793,34658,8,0x2a41bf80
794,36310,8,0x2a4b7cc0
795,36806,8,0x2a553a00
796,35381,8,0x2a5ef740
797,35382,8,0x2a68b480
798,36304,8,0x2a7271c0
799,37031,8,0x2a7c2f00
800,36824,8,0x2a85ec40
801,36062,8,0x2a8fa980
802,36637,8,0x2a9966c0
803,42709,8,0x2aa32400
804,35433,8,0x2aace140
805,35209,8,0x2ab69e80
806,35897,8,0x2ac05bc0
807,35881,8,0x2aca1900
808,36777,8,0x2ad3d640
809,35228,8,0x2add9380
810,35827,8,0x2ae750c0
811,35890,8,0x2af10e00
812,36790,8,0x2afacb40
813,36206,8,0x2b048880
814,36017,8,0x2b0e45c0
815,37063,8,0x2b180300
816,37617,8,0x2b21c040
817,37725,8,0x2b2b7d80
818,36430,8,0x2b353ac0
819,40366,8,0x2b3ef800
820,35088,8,0x2b48b540
821,36832,8,0x2b527280
822,37203,8,0x2b5c2fc0
823,35267,8,0x2b65ed00
824,35281,8,0x2b6faa40
825,36851,8,0x2b796780
826,36391,8,0x2b8324c0
827,35964,8,0x2b8ce200
828,36292,8,0x2b969f40
